id,amount,child_type,parent_type,project_id,report_timing,reporting_date
400,0,"Materials (Paints, ...)",Material Purchases - Project Related,254,evening,25/05/2025
401,0,Consumables Purchases,Material Purchases - Project Related,254,evening,25/05/2025
402,0,Minor Tools,Material Purchases - Project Related,254,evening,25/05/2025
403,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,254,evening,25/05/2025
404,0,Miscellaneous Material Expenses,Material Purchases - Project Related,254,evening,25/05/2025
405,0,Client Welfare,Sundries Expenses,254,evening,25/05/2025
406,0,Pooja/Inaugural function at site,Sundries Expenses,254,evening,25/05/2025
407,0,Gifts for Client,Sundries Expenses,254,evening,25/05/2025
408,0,Miscellaneous,Sundries Expenses,254,evening,25/05/2025
409,0,Staff Accommodation,Staff Expenses,252,evening,26/05/2025
410,0,Travel Expenses,Staff Expenses,252,evening,26/05/2025
411,0,Food Expenses,Staff Expenses,252,evening,26/05/2025
412,0,Site Allowance,Staff Expenses,252,evening,26/05/2025
413,0,Other Purchases,Staff Expenses,252,evening,26/05/2025
414,0,Workmen Wages (incl. OT),Labour Expenses,252,evening,26/05/2025
415,0,Workmen Food,Labour Expenses,252,evening,26/05/2025
416,0,Workmen Accommodation,Labour Expenses,252,evening,26/05/2025
417,0,Workmen Travel,Labour Expenses,252,evening,26/05/2025
418,0,Miscellaneous Labour Expenses,Labour Expenses,252,evening,26/05/2025
419,0,Rental Charges,Machinery Expenses,252,evening,26/05/2025
420,0,Repair Charges,Machinery Expenses,252,evening,26/05/2025
421,0,Diesel,Machinery Expenses,252,evening,26/05/2025
422,0,Operator Charges,Machinery Expenses,252,evening,26/05/2025
423,0,Miscellaneous Machinery Expenses,Machinery Expenses,252,evening,26/05/2025
424,0,"Materials (Paints, ...)",Material Purchases - Project Related,252,evening,26/05/2025
425,0,Consumables Purchases,Material Purchases - Project Related,252,evening,26/05/2025
426,0,Minor Tools,Material Purchases - Project Related,252,evening,26/05/2025
427,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,252,evening,26/05/2025
428,0,Miscellaneous Material Expenses,Material Purchases - Project Related,252,evening,26/05/2025
429,0,Client Welfare,Sundries Expenses,252,evening,26/05/2025
430,0,Pooja/Inaugural function at site,Sundries Expenses,252,evening,26/05/2025
431,0,Gifts for Client,Sundries Expenses,252,evening,26/05/2025
432,0,Miscellaneous,Sundries Expenses,252,evening,26/05/2025
433,0,Staff Accommodation,Staff Expenses,250,evening,26/05/2025
434,0,Travel Expenses,Staff Expenses,250,evening,26/05/2025
435,0,Food Expenses,Staff Expenses,250,evening,26/05/2025
436,0,Site Allowance,Staff Expenses,250,evening,26/05/2025
437,0,Other Purchases,Staff Expenses,250,evening,26/05/2025
438,0,Workmen Wages (incl. OT),Labour Expenses,250,evening,26/05/2025
439,0,Workmen Food,Labour Expenses,250,evening,26/05/2025
440,0,Workmen Accommodation,Labour Expenses,250,evening,26/05/2025
441,0,Workmen Travel,Labour Expenses,250,evening,26/05/2025
442,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,26/05/2025
443,0,Rental Charges,Machinery Expenses,250,evening,26/05/2025
444,0,Repair Charges,Machinery Expenses,250,evening,26/05/2025
445,0,Diesel,Machinery Expenses,250,evening,26/05/2025
446,0,Operator Charges,Machinery Expenses,250,evening,26/05/2025
447,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,26/05/2025
448,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,26/05/2025
449,0,Consumables Purchases,Material Purchases - Project Related,250,evening,26/05/2025
450,0,Minor Tools,Material Purchases - Project Related,250,evening,26/05/2025
451,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,26/05/2025
452,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,26/05/2025
453,0,Client Welfare,Sundries Expenses,250,evening,26/05/2025
454,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,26/05/2025
455,0,Gifts for Client,Sundries Expenses,250,evening,26/05/2025
456,0,Miscellaneous,Sundries Expenses,250,evening,26/05/2025
457,0,Staff Accommodation,Staff Expenses,253,evening,26/05/2025
458,0,Travel Expenses,Staff Expenses,253,evening,26/05/2025
459,0,Food Expenses,Staff Expenses,253,evening,26/05/2025
460,0,Site Allowance,Staff Expenses,253,evening,26/05/2025
461,1,Other Purchases,Staff Expenses,253,evening,26/05/2025
462,0,Workmen Wages (incl. OT),Labour Expenses,253,evening,26/05/2025
463,0,Workmen Food,Labour Expenses,253,evening,26/05/2025
464,0,Workmen Accommodation,Labour Expenses,253,evening,26/05/2025
465,0,Workmen Travel,Labour Expenses,253,evening,26/05/2025
466,0,Miscellaneous Labour Expenses,Labour Expenses,253,evening,26/05/2025
467,0,Rental Charges,Machinery Expenses,253,evening,26/05/2025
468,0,Repair Charges,Machinery Expenses,253,evening,26/05/2025
469,0,Diesel,Machinery Expenses,253,evening,26/05/2025
470,0,Operator Charges,Machinery Expenses,253,evening,26/05/2025
471,0,Miscellaneous Machinery Expenses,Machinery Expenses,253,evening,26/05/2025
472,0,"Materials (Paints, ...)",Material Purchases - Project Related,253,evening,26/05/2025
473,0,Consumables Purchases,Material Purchases - Project Related,253,evening,26/05/2025
474,0,Minor Tools,Material Purchases - Project Related,253,evening,26/05/2025
475,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,253,evening,26/05/2025
476,0,Miscellaneous Material Expenses,Material Purchases - Project Related,253,evening,26/05/2025
477,0,Client Welfare,Sundries Expenses,253,evening,26/05/2025
478,0,Pooja/Inaugural function at site,Sundries Expenses,253,evening,26/05/2025
479,0,Gifts for Client,Sundries Expenses,253,evening,26/05/2025
480,0,Miscellaneous,Sundries Expenses,253,evening,26/05/2025
481,0,Staff Accommodation,Staff Expenses,254,evening,26/05/2025
482,0,Travel Expenses,Staff Expenses,254,evening,26/05/2025
483,300,Food Expenses,Staff Expenses,254,evening,26/05/2025
484,0,Site Allowance,Staff Expenses,254,evening,26/05/2025
485,0,Other Purchases,Staff Expenses,254,evening,26/05/2025
486,0,Workmen Wages (incl. OT),Labour Expenses,254,evening,26/05/2025
487,0,Workmen Food,Labour Expenses,254,evening,26/05/2025
488,0,Workmen Accommodation,Labour Expenses,254,evening,26/05/2025
489,0,Workmen Travel,Labour Expenses,254,evening,26/05/2025
490,0,Miscellaneous Labour Expenses,Labour Expenses,254,evening,26/05/2025
491,0,Rental Charges,Machinery Expenses,254,evening,26/05/2025
492,0,Repair Charges,Machinery Expenses,254,evening,26/05/2025
493,0,Diesel,Machinery Expenses,254,evening,26/05/2025
494,0,Operator Charges,Machinery Expenses,254,evening,26/05/2025
495,0,Miscellaneous Machinery Expenses,Machinery Expenses,254,evening,26/05/2025
496,0,"Materials (Paints, ...)",Material Purchases - Project Related,254,evening,26/05/2025
497,0,Consumables Purchases,Material Purchases - Project Related,254,evening,26/05/2025
498,0,Minor Tools,Material Purchases - Project Related,254,evening,26/05/2025
499,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,254,evening,26/05/2025
500,0,Miscellaneous Material Expenses,Material Purchases - Project Related,254,evening,26/05/2025
501,0,Client Welfare,Sundries Expenses,254,evening,26/05/2025
502,0,Pooja/Inaugural function at site,Sundries Expenses,254,evening,26/05/2025
503,0,Gifts for Client,Sundries Expenses,254,evening,26/05/2025
504,0,Miscellaneous,Sundries Expenses,254,evening,26/05/2025
505,0,Staff Accommodation,Staff Expenses,253,evening,27/05/2025
506,0,Travel Expenses,Staff Expenses,253,evening,27/05/2025
507,0,Food Expenses,Staff Expenses,253,evening,27/05/2025
508,0,Site Allowance,Staff Expenses,253,evening,27/05/2025
509,0,Other Purchases,Staff Expenses,253,evening,27/05/2025
510,0,Workmen Wages (incl. OT),Labour Expenses,253,evening,27/05/2025
511,0,Workmen Food,Labour Expenses,253,evening,27/05/2025
512,0,Workmen Accommodation,Labour Expenses,253,evening,27/05/2025
513,0,Workmen Travel,Labour Expenses,253,evening,27/05/2025
514,0,Miscellaneous Labour Expenses,Labour Expenses,253,evening,27/05/2025
515,0,Rental Charges,Machinery Expenses,253,evening,27/05/2025
516,0,Repair Charges,Machinery Expenses,253,evening,27/05/2025
517,0,Diesel,Machinery Expenses,253,evening,27/05/2025
518,0,Operator Charges,Machinery Expenses,253,evening,27/05/2025
519,0,Miscellaneous Machinery Expenses,Machinery Expenses,253,evening,27/05/2025
520,0,"Materials (Paints, ...)",Material Purchases - Project Related,253,evening,27/05/2025
521,0,Consumables Purchases,Material Purchases - Project Related,253,evening,27/05/2025
522,0,Minor Tools,Material Purchases - Project Related,253,evening,27/05/2025
523,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,253,evening,27/05/2025
524,0,Miscellaneous Material Expenses,Material Purchases - Project Related,253,evening,27/05/2025
525,0,Client Welfare,Sundries Expenses,253,evening,27/05/2025
526,0,Pooja/Inaugural function at site,Sundries Expenses,253,evening,27/05/2025
527,0,Gifts for Client,Sundries Expenses,253,evening,27/05/2025
528,0,Miscellaneous,Sundries Expenses,253,evening,27/05/2025
529,0,Staff Accommodation,Staff Expenses,252,evening,27/05/2025
530,0,Travel Expenses,Staff Expenses,252,evening,27/05/2025
531,0,Food Expenses,Staff Expenses,252,evening,27/05/2025
532,0,Site Allowance,Staff Expenses,252,evening,27/05/2025
533,0,Other Purchases,Staff Expenses,252,evening,27/05/2025
534,0,Workmen Wages (incl. OT),Labour Expenses,252,evening,27/05/2025
535,0,Workmen Food,Labour Expenses,252,evening,27/05/2025
536,0,Workmen Accommodation,Labour Expenses,252,evening,27/05/2025
537,0,Workmen Travel,Labour Expenses,252,evening,27/05/2025
538,0,Miscellaneous Labour Expenses,Labour Expenses,252,evening,27/05/2025
539,0,Rental Charges,Machinery Expenses,252,evening,27/05/2025
540,0,Repair Charges,Machinery Expenses,252,evening,27/05/2025
541,0,Diesel,Machinery Expenses,252,evening,27/05/2025
542,0,Operator Charges,Machinery Expenses,252,evening,27/05/2025
543,0,Miscellaneous Machinery Expenses,Machinery Expenses,252,evening,27/05/2025
544,0,"Materials (Paints, ...)",Material Purchases - Project Related,252,evening,27/05/2025
545,0,Consumables Purchases,Material Purchases - Project Related,252,evening,27/05/2025
546,0,Minor Tools,Material Purchases - Project Related,252,evening,27/05/2025
547,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,252,evening,27/05/2025
548,0,Miscellaneous Material Expenses,Material Purchases - Project Related,252,evening,27/05/2025
549,0,Client Welfare,Sundries Expenses,252,evening,27/05/2025
550,0,Pooja/Inaugural function at site,Sundries Expenses,252,evening,27/05/2025
551,0,Gifts for Client,Sundries Expenses,252,evening,27/05/2025
552,0,Miscellaneous,Sundries Expenses,252,evening,27/05/2025
553,0,Staff Accommodation,Staff Expenses,250,evening,27/05/2025
554,0,Travel Expenses,Staff Expenses,250,evening,27/05/2025
555,0,Food Expenses,Staff Expenses,250,evening,27/05/2025
556,0,Site Allowance,Staff Expenses,250,evening,27/05/2025
557,0,Other Purchases,Staff Expenses,250,evening,27/05/2025
558,0,Workmen Wages (incl. OT),Labour Expenses,250,evening,27/05/2025
559,0,Workmen Food,Labour Expenses,250,evening,27/05/2025
560,0,Workmen Accommodation,Labour Expenses,250,evening,27/05/2025
561,0,Workmen Travel,Labour Expenses,250,evening,27/05/2025
562,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,27/05/2025
563,0,Rental Charges,Machinery Expenses,250,evening,27/05/2025
564,0,Repair Charges,Machinery Expenses,250,evening,27/05/2025
565,0,Diesel,Machinery Expenses,250,evening,27/05/2025
566,0,Operator Charges,Machinery Expenses,250,evening,27/05/2025
567,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,27/05/2025
568,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,27/05/2025
569,0,Consumables Purchases,Material Purchases - Project Related,250,evening,27/05/2025
570,0,Minor Tools,Material Purchases - Project Related,250,evening,27/05/2025
571,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,27/05/2025
572,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,27/05/2025
573,0,Client Welfare,Sundries Expenses,250,evening,27/05/2025
574,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,27/05/2025
575,0,Gifts for Client,Sundries Expenses,250,evening,27/05/2025
576,0,Miscellaneous,Sundries Expenses,250,evening,27/05/2025
577,0,Staff Accommodation,Staff Expenses,254,evening,27/05/2025
578,0,Travel Expenses,Staff Expenses,254,evening,27/05/2025
579,300,Food Expenses,Staff Expenses,254,evening,27/05/2025
580,0,Site Allowance,Staff Expenses,254,evening,27/05/2025
581,0,Other Purchases,Staff Expenses,254,evening,27/05/2025
582,300,Workmen Wages (incl. OT),Labour Expenses,254,evening,27/05/2025
583,200,Workmen Food,Labour Expenses,254,evening,27/05/2025
584,0,Workmen Accommodation,Labour Expenses,254,evening,27/05/2025
585,0,Workmen Travel,Labour Expenses,254,evening,27/05/2025
586,0,Miscellaneous Labour Expenses,Labour Expenses,254,evening,27/05/2025
587,700,Rental Charges,Machinery Expenses,254,evening,27/05/2025
588,0,Repair Charges,Machinery Expenses,254,evening,27/05/2025
589,2600,Diesel,Machinery Expenses,254,evening,27/05/2025
590,0,Operator Charges,Machinery Expenses,254,evening,27/05/2025
591,0,Miscellaneous Machinery Expenses,Machinery Expenses,254,evening,27/05/2025
592,0,"Materials (Paints, ...)",Material Purchases - Project Related,254,evening,27/05/2025
593,0,Consumables Purchases,Material Purchases - Project Related,254,evening,27/05/2025
594,0,Minor Tools,Material Purchases - Project Related,254,evening,27/05/2025
595,1810,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,254,evening,27/05/2025
596,30,Miscellaneous Material Expenses,Material Purchases - Project Related,254,evening,27/05/2025
597,0,Client Welfare,Sundries Expenses,254,evening,27/05/2025
598,0,Pooja/Inaugural function at site,Sundries Expenses,254,evening,27/05/2025
599,0,Gifts for Client,Sundries Expenses,254,evening,27/05/2025
600,0,Miscellaneous,Sundries Expenses,254,evening,27/05/2025
601,0,Staff Accommodation,Staff Expenses,253,evening,28/05/2025
602,0,Travel Expenses,Staff Expenses,253,evening,28/05/2025
603,0,Food Expenses,Staff Expenses,253,evening,28/05/2025
604,0,Site Allowance,Staff Expenses,253,evening,28/05/2025
605,0,Other Purchases,Staff Expenses,253,evening,28/05/2025
606,0,Workmen Wages (incl. OT),Labour Expenses,253,evening,28/05/2025
607,0,Workmen Food,Labour Expenses,253,evening,28/05/2025
608,0,Workmen Accommodation,Labour Expenses,253,evening,28/05/2025
609,0,Workmen Travel,Labour Expenses,253,evening,28/05/2025
610,0,Miscellaneous Labour Expenses,Labour Expenses,253,evening,28/05/2025
611,0,Rental Charges,Machinery Expenses,253,evening,28/05/2025
612,0,Repair Charges,Machinery Expenses,253,evening,28/05/2025
613,0,Diesel,Machinery Expenses,253,evening,28/05/2025
614,0,Operator Charges,Machinery Expenses,253,evening,28/05/2025
615,0,Miscellaneous Machinery Expenses,Machinery Expenses,253,evening,28/05/2025
616,0,"Materials (Paints, ...)",Material Purchases - Project Related,253,evening,28/05/2025
617,0,Consumables Purchases,Material Purchases - Project Related,253,evening,28/05/2025
618,0,Minor Tools,Material Purchases - Project Related,253,evening,28/05/2025
619,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,253,evening,28/05/2025
620,0,Miscellaneous Material Expenses,Material Purchases - Project Related,253,evening,28/05/2025
621,0,Client Welfare,Sundries Expenses,253,evening,28/05/2025
622,0,Pooja/Inaugural function at site,Sundries Expenses,253,evening,28/05/2025
623,0,Gifts for Client,Sundries Expenses,253,evening,28/05/2025
624,0,Miscellaneous,Sundries Expenses,253,evening,28/05/2025
625,0,Staff Accommodation,Staff Expenses,254,evening,28/05/2025
626,0,Travel Expenses,Staff Expenses,254,evening,28/05/2025
627,300,Food Expenses,Staff Expenses,254,evening,28/05/2025
628,0,Site Allowance,Staff Expenses,254,evening,28/05/2025
629,0,Other Purchases,Staff Expenses,254,evening,28/05/2025
630,0,Workmen Wages (incl. OT),Labour Expenses,254,evening,28/05/2025
631,0,Workmen Food,Labour Expenses,254,evening,28/05/2025
632,0,Workmen Accommodation,Labour Expenses,254,evening,28/05/2025
633,0,Workmen Travel,Labour Expenses,254,evening,28/05/2025
634,0,Miscellaneous Labour Expenses,Labour Expenses,254,evening,28/05/2025
635,0,Rental Charges,Machinery Expenses,254,evening,28/05/2025
636,0,Repair Charges,Machinery Expenses,254,evening,28/05/2025
637,1000,Diesel,Machinery Expenses,254,evening,28/05/2025
638,0,Operator Charges,Machinery Expenses,254,evening,28/05/2025
