id,created_at,man_count,man_power_type,reported_date,reporting_time,updated_at,project_id,remark
234,2025-05-26 08:18:57.515468,0,Daily Wage Labour,26/05/2025,afternoon,2025-05-26 08:18:57.51547,253,materials%20shifting%20(site%20vehicle%20driver%20and%20crane%20operator)
235,2025-05-26 08:20:05.624781,0,Welder / Gas Cutter / Grinder,26/05/2025,morning,2025-05-26 08:20:05.624784,254,
236,2025-05-26 08:20:05.687558,0,Fitter / Fabricator,26/05/2025,morning,2025-05-26 08:20:05.687563,254,
237,2025-05-26 08:20:05.750516,0,Rigger / Helper,26/05/2025,morning,2025-05-26 08:20:05.750518,254,
238,2025-05-26 08:20:05.813573,0,Signal Man / Fire Man,26/05/2025,morning,2025-05-26 08:20:05.813576,254,
239,2025-05-26 08:20:05.876319,0,Daily Wage Labour,26/05/2025,morning,2025-05-26 08:20:05.876321,254,
240,2025-05-26 08:20:05.939033,0,Others,26/05/2025,morning,2025-05-26 08:20:05.939035,254,
241,2025-05-26 08:20:46.218548,0,Welder / Gas Cutter / Grinder,26/05/2025,afternoon,2025-05-26 08:20:46.218551,254,
242,2025-05-26 08:20:46.28145,0,Fitter / Fabricator,26/05/2025,afternoon,2025-05-26 08:20:46.281452,254,
243,2025-05-26 08:20:46.345255,0,Rigger / Helper,26/05/2025,afternoon,2025-05-26 08:20:46.345257,254,
244,2025-05-26 08:20:46.408131,0,Signal Man / Fire Man,26/05/2025,afternoon,2025-05-26 08:20:46.408134,254,
245,2025-05-26 08:20:46.471202,0,Daily Wage Labour,26/05/2025,afternoon,2025-05-26 08:20:46.471205,254,
246,2025-05-26 08:20:46.534051,0,Others,26/05/2025,afternoon,2025-05-26 08:20:46.534054,254,
247,2025-05-26 10:01:59.463638,2,Welder / Gas Cutter / Grinder,26/05/2025,morning,2025-05-26 10:01:59.463642,252,
248,2025-05-26 10:01:59.52969,5,Fitter / Fabricator,26/05/2025,morning,2025-05-26 10:01:59.529693,252,
249,2025-05-26 10:01:59.595158,0,Rigger / Helper,26/05/2025,morning,2025-05-26 10:01:59.59516,252,
250,2025-05-26 10:01:59.660584,0,Signal Man / Fire Man,26/05/2025,morning,2025-05-26 10:01:59.660587,252,
251,2025-05-26 10:01:59.726073,0,Daily Wage Labour,26/05/2025,morning,2025-05-26 10:01:59.726075,252,
252,2025-05-26 10:01:59.791508,0,Others,26/05/2025,morning,2025-05-26 10:01:59.79151,252,
253,2025-05-26 10:02:35.39727,2,Welder / Gas Cutter / Grinder,26/05/2025,afternoon,2025-05-26 10:02:35.397273,252,
254,2025-05-26 10:02:35.460955,5,Fitter / Fabricator,26/05/2025,afternoon,2025-05-26 10:02:35.460958,252,
255,2025-05-26 10:02:35.524744,0,Rigger / Helper,26/05/2025,afternoon,2025-05-26 10:02:35.524746,252,
256,2025-05-26 10:02:35.588196,0,Signal Man / Fire Man,26/05/2025,afternoon,2025-05-26 10:02:35.588199,252,
257,2025-05-26 10:02:35.652333,0,Daily Wage Labour,26/05/2025,afternoon,2025-05-26 10:02:35.652336,252,
258,2025-05-26 10:02:35.715982,0,Others,26/05/2025,afternoon,2025-05-26 10:02:35.715985,252,
259,2025-05-26 10:04:29.640937,0,Welder / Gas Cutter / Grinder,26/05/2025,morning,2025-05-26 10:04:29.64094,250,
260,2025-05-26 10:04:29.706207,2,Fitter / Fabricator,26/05/2025,morning,2025-05-26 10:04:29.70621,250,
261,2025-05-26 10:04:29.771803,0,Rigger / Helper,26/05/2025,morning,2025-05-26 10:04:29.771806,250,
262,2025-05-26 10:04:29.838209,0,Signal Man / Fire Man,26/05/2025,morning,2025-05-26 10:04:29.838213,250,
263,2025-05-26 10:04:29.903685,0,Daily Wage Labour,26/05/2025,morning,2025-05-26 10:04:29.903687,250,
264,2025-05-26 10:04:29.969063,0,Others,26/05/2025,morning,2025-05-26 10:04:29.969067,250,
265,2025-05-26 10:05:20.308705,2,Fitter / Fabricator,26/05/2025,afternoon,2025-05-26 10:05:20.308707,250,
266,2025-05-26 10:05:20.374278,0,Welder / Gas Cutter / Grinder,26/05/2025,afternoon,2025-05-26 10:05:20.374281,250,
267,2025-05-26 10:05:20.439728,0,Rigger / Helper,26/05/2025,afternoon,2025-05-26 10:05:20.439731,250,
268,2025-05-26 10:05:20.50527,0,Signal Man / Fire Man,26/05/2025,afternoon,2025-05-26 10:05:20.505272,250,
269,2025-05-26 10:05:20.570842,0,Daily Wage Labour,26/05/2025,afternoon,2025-05-26 10:05:20.570844,250,
270,2025-05-26 10:05:20.636473,0,Others,26/05/2025,afternoon,2025-05-26 10:05:20.636476,250,
271,2025-05-27 05:47:40.742842,2,Welder / Gas Cutter / Grinder,27/05/2025,morning,2025-05-27 05:47:40.742845,252,
272,2025-05-27 05:47:40.80696,4,Fitter / Fabricator,27/05/2025,morning,2025-05-27 05:47:40.806964,252,
273,2025-05-27 05:47:40.87113,4,Rigger / Helper,27/05/2025,morning,2025-05-27 05:47:40.871133,252,
274,2025-05-27 05:47:40.935698,0,Signal Man / Fire Man,27/05/2025,morning,2025-05-27 05:47:40.935701,252,
275,2025-05-27 05:47:40.999828,0,Daily Wage Labour,27/05/2025,morning,2025-05-27 05:47:40.99983,252,
276,2025-05-27 05:47:41.06429,0,Others,27/05/2025,morning,2025-05-27 05:47:41.064293,252,
277,2025-05-27 05:48:00.731977,2,Fitter / Fabricator,27/05/2025,morning,2025-05-27 05:48:00.73198,250,
278,2025-05-27 05:48:00.795051,4,Rigger / Helper,27/05/2025,morning,2025-05-27 05:48:00.795054,250,
279,2025-05-27 05:48:00.858864,0,Welder / Gas Cutter / Grinder,27/05/2025,morning,2025-05-27 05:48:00.858867,250,
280,2025-05-27 05:48:00.922046,0,Signal Man / Fire Man,27/05/2025,morning,2025-05-27 05:48:00.922049,250,
281,2025-05-27 05:48:00.98508,0,Daily Wage Labour,27/05/2025,morning,2025-05-27 05:48:00.985083,250,
282,2025-05-27 05:48:01.048236,0,Others,27/05/2025,morning,2025-05-27 05:48:01.048239,250,
283,2025-05-27 07:32:35.681726,4,Fitter / Fabricator,27/05/2025,afternoon,2025-05-27 07:32:35.681728,252,
284,2025-05-27 07:32:35.74536,4,Rigger / Helper,27/05/2025,afternoon,2025-05-27 07:32:35.745363,252,
285,2025-05-27 07:32:35.808886,2,Welder / Gas Cutter / Grinder,27/05/2025,afternoon,2025-05-27 07:32:35.808888,252,
286,2025-05-27 07:32:35.872283,0,Signal Man / Fire Man,27/05/2025,afternoon,2025-05-27 07:32:35.872286,252,
287,2025-05-27 07:32:35.935715,0,Daily Wage Labour,27/05/2025,afternoon,2025-05-27 07:32:35.935717,252,
288,2025-05-27 07:32:35.999174,0,Others,27/05/2025,afternoon,2025-05-27 07:32:35.999177,252,
289,2025-05-27 07:33:18.31189,2,Fitter / Fabricator,27/05/2025,afternoon,2025-05-27 07:33:18.311892,250,
290,2025-05-27 07:33:18.375209,4,Rigger / Helper,27/05/2025,afternoon,2025-05-27 07:33:18.375211,250,
291,2025-05-27 07:33:18.439188,0,Welder / Gas Cutter / Grinder,27/05/2025,afternoon,2025-05-27 07:33:18.43919,250,
292,2025-05-27 07:33:18.502766,0,Signal Man / Fire Man,27/05/2025,afternoon,2025-05-27 07:33:18.502768,250,
293,2025-05-27 07:33:18.566094,0,Daily Wage Labour,27/05/2025,afternoon,2025-05-27 07:33:18.566097,250,
294,2025-05-27 07:33:18.629924,0,Others,27/05/2025,afternoon,2025-05-27 07:33:18.629927,250,
295,2025-05-27 09:07:19.839691,0,Welder / Gas Cutter / Grinder,27/05/2025,morning,2025-05-27 09:07:19.839694,253,
296,2025-05-27 09:07:19.901464,0,Fitter / Fabricator,27/05/2025,morning,2025-05-27 09:07:19.901467,253,
297,2025-05-27 09:07:19.964208,0,Rigger / Helper,27/05/2025,morning,2025-05-27 09:07:19.964211,253,
298,2025-05-27 09:07:20.025723,0,Signal Man / Fire Man,27/05/2025,morning,2025-05-27 09:07:20.025726,253,
299,2025-05-27 09:07:20.088044,0,Daily Wage Labour,27/05/2025,morning,2025-05-27 09:07:20.088046,253,
300,2025-05-27 09:07:20.1502,0,Others,27/05/2025,morning,2025-05-27 09:07:20.150203,253,
301,2025-05-27 09:07:41.13533,0,Welder / Gas Cutter / Grinder,27/05/2025,afternoon,2025-05-27 09:07:41.135333,253,
302,2025-05-27 09:07:41.196886,0,Fitter / Fabricator,27/05/2025,afternoon,2025-05-27 09:07:41.196888,253,
303,2025-05-27 09:07:41.258436,0,Rigger / Helper,27/05/2025,afternoon,2025-05-27 09:07:41.258439,253,
304,2025-05-27 09:07:41.320129,0,Signal Man / Fire Man,27/05/2025,afternoon,2025-05-27 09:07:41.320131,253,
305,2025-05-27 09:07:41.381628,0,Daily Wage Labour,27/05/2025,afternoon,2025-05-27 09:07:41.38163,253,
306,2025-05-27 09:07:41.443137,0,Others,27/05/2025,afternoon,2025-05-27 09:07:41.44314,253,
307,2025-05-27 09:08:46.696282,4,Others,27/05/2025,morning,2025-05-27 09:08:46.696285,254,
308,2025-05-27 09:08:46.7598,0,Welder / Gas Cutter / Grinder,27/05/2025,morning,2025-05-27 09:08:46.759802,254,
309,2025-05-27 09:08:46.821444,0,Fitter / Fabricator,27/05/2025,morning,2025-05-27 09:08:46.821446,254,
310,2025-05-27 09:08:46.883014,0,Rigger / Helper,27/05/2025,morning,2025-05-27 09:08:46.883016,254,
311,2025-05-27 09:08:46.944525,0,Signal Man / Fire Man,27/05/2025,morning,2025-05-27 09:08:46.944528,254,
312,2025-05-27 09:08:47.006036,0,Daily Wage Labour,27/05/2025,morning,2025-05-27 09:08:47.006039,254,
313,2025-05-27 10:59:08.272964,4,Others,27/05/2025,afternoon,2025-05-27 10:59:08.272967,254,Roof%20Crimp%20sheet%20screwing%20in%20progress%20-%20Rain%20started%20from%204pm
314,2025-05-27 10:59:08.336945,0,Welder / Gas Cutter / Grinder,27/05/2025,afternoon,2025-05-27 10:59:08.336948,254,Roof%20Crimp%20sheet%20screwing%20in%20progress%20-%20Rain%20started%20from%204pm
315,2025-05-27 10:59:08.400894,0,Fitter / Fabricator,27/05/2025,afternoon,2025-05-27 10:59:08.400897,254,Roof%20Crimp%20sheet%20screwing%20in%20progress%20-%20Rain%20started%20from%204pm
316,2025-05-27 10:59:08.464837,0,Rigger / Helper,27/05/2025,afternoon,2025-05-27 10:59:08.46484,254,Roof%20Crimp%20sheet%20screwing%20in%20progress%20-%20Rain%20started%20from%204pm
317,2025-05-27 10:59:08.528803,0,Signal Man / Fire Man,27/05/2025,afternoon,2025-05-27 10:59:08.528812,254,Roof%20Crimp%20sheet%20screwing%20in%20progress%20-%20Rain%20started%20from%204pm
318,2025-05-27 10:59:08.59277,0,Daily Wage Labour,27/05/2025,afternoon,2025-05-27 10:59:08.592773,254,Roof%20Crimp%20sheet%20screwing%20in%20progress%20-%20Rain%20started%20from%204pm
319,2025-05-28 05:21:45.214464,2,Fitter / Fabricator,28/05/2025,morning,2025-05-28 05:21:45.214467,250,
320,2025-05-28 05:21:45.279202,4,Rigger / Helper,28/05/2025,morning,2025-05-28 05:21:45.279204,250,
321,2025-05-28 05:21:45.344561,0,Welder / Gas Cutter / Grinder,28/05/2025,morning,2025-05-28 05:21:45.344564,250,
322,2025-05-28 05:21:45.409101,0,Signal Man / Fire Man,28/05/2025,morning,2025-05-28 05:21:45.409104,250,
323,2025-05-28 05:21:45.47362,0,Daily Wage Labour,28/05/2025,morning,2025-05-28 05:21:45.473623,250,
324,2025-05-28 05:21:45.538103,0,Others,28/05/2025,morning,2025-05-28 05:21:45.538106,250,
325,2025-05-28 05:22:27.90294,2,Welder / Gas Cutter / Grinder,28/05/2025,morning,2025-05-28 05:22:27.902943,252,
326,2025-05-28 05:22:27.966043,4,Fitter / Fabricator,28/05/2025,morning,2025-05-28 05:22:27.966046,252,
327,2025-05-28 05:22:28.029139,2,Rigger / Helper,28/05/2025,morning,2025-05-28 05:22:28.029141,252,
328,2025-05-28 05:22:28.092346,0,Signal Man / Fire Man,28/05/2025,morning,2025-05-28 05:22:28.092349,252,
329,2025-05-28 05:22:28.155457,0,Daily Wage Labour,28/05/2025,morning,2025-05-28 05:22:28.15546,252,
330,2025-05-28 05:22:28.218739,0,Others,28/05/2025,morning,2025-05-28 05:22:28.218742,252,
331,2025-05-28 08:31:05.843086,0,Welder / Gas Cutter / Grinder,28/05/2025,morning,2025-05-28 08:31:05.843088,253,
332,2025-05-28 08:31:05.906232,0,Fitter / Fabricator,28/05/2025,morning,2025-05-28 08:31:05.906235,253,
333,2025-05-28 08:31:05.972146,0,Rigger / Helper,28/05/2025,morning,2025-05-28 08:31:05.972149,253,
334,2025-05-28 08:31:06.035086,0,Signal Man / Fire Man,28/05/2025,morning,2025-05-28 08:31:06.035088,253,
335,2025-05-28 08:31:06.09817,0,Daily Wage Labour,28/05/2025,morning,2025-05-28 08:31:06.098172,253,
336,2025-05-28 08:31:06.160956,0,Others,28/05/2025,morning,2025-05-28 08:31:06.160959,253,
337,2025-05-28 08:31:42.538904,0,Welder / Gas Cutter / Grinder,28/05/2025,afternoon,2025-05-28 08:31:42.538906,253,
338,2025-05-28 08:31:42.601762,0,Fitter / Fabricator,28/05/2025,afternoon,2025-05-28 08:31:42.601765,253,
339,2025-05-28 08:31:42.664707,0,Rigger / Helper,28/05/2025,afternoon,2025-05-28 08:31:42.66471,253,
340,2025-05-28 08:31:42.727559,0,Signal Man / Fire Man,28/05/2025,afternoon,2025-05-28 08:31:42.727562,253,
341,2025-05-28 08:31:42.790733,0,Daily Wage Labour,28/05/2025,afternoon,2025-05-28 08:31:42.790735,253,
342,2025-05-28 08:31:42.853596,0,Others,28/05/2025,afternoon,2025-05-28 08:31:42.853598,253,
343,2025-05-28 09:45:56.179557,2,Welder / Gas Cutter / Grinder,28/05/2025,afternoon,2025-05-28 09:45:56.17956,252,
344,2025-05-28 09:45:56.241752,4,Fitter / Fabricator,28/05/2025,afternoon,2025-05-28 09:45:56.241754,252,
345,2025-05-28 09:45:56.303945,2,Rigger / Helper,28/05/2025,afternoon,2025-05-28 09:45:56.303947,252,
346,2025-05-28 09:45:56.400871,0,Signal Man / Fire Man,28/05/2025,afternoon,2025-05-28 09:45:56.400874,252,
347,2025-05-28 09:45:56.463011,0,Daily Wage Labour,28/05/2025,afternoon,2025-05-28 09:45:56.463013,252,
348,2025-05-28 09:45:56.525201,0,Others,28/05/2025,afternoon,2025-05-28 09:45:56.525203,252,
349,2025-05-28 09:46:47.451947,2,Fitter / Fabricator,28/05/2025,afternoon,2025-05-28 09:46:47.45195,250,
350,2025-05-28 09:46:47.516383,4,Rigger / Helper,28/05/2025,afternoon,2025-05-28 09:46:47.516385,250,
351,2025-05-28 09:46:47.580732,0,Welder / Gas Cutter / Grinder,28/05/2025,afternoon,2025-05-28 09:46:47.580734,250,
352,2025-05-28 09:46:47.645037,0,Signal Man / Fire Man,28/05/2025,afternoon,2025-05-28 09:46:47.64504,250,
353,2025-05-28 09:46:47.709414,0,Daily Wage Labour,28/05/2025,afternoon,2025-05-28 09:46:47.709417,250,
354,2025-05-28 09:46:47.773812,0,Others,28/05/2025,afternoon,2025-05-28 09:46:47.773814,250,
355,2025-05-28 10:21:10.439996,5,Others,28/05/2025,morning,2025-05-28 10:21:10.439998,254,
356,2025-05-28 10:21:10.503136,0,Welder / Gas Cutter / Grinder,28/05/2025,morning,2025-05-28 10:21:10.503139,254,
357,2025-05-28 10:21:10.566467,0,Fitter / Fabricator,28/05/2025,morning,2025-05-28 10:21:10.566469,254,
358,2025-05-28 10:21:10.629845,0,Rigger / Helper,28/05/2025,morning,2025-05-28 10:21:10.629848,254,
359,2025-05-28 10:21:10.693127,0,Signal Man / Fire Man,28/05/2025,morning,2025-05-28 10:21:10.693129,254,
360,2025-05-28 10:21:10.756336,0,Daily Wage Labour,28/05/2025,morning,2025-05-28 10:21:10.756339,254,
361,2025-05-28 10:22:37.533717,5,Others,28/05/2025,afternoon,2025-05-28 10:22:37.533719,254,Cladding%20sheeting%20in%20progress%20
362,2025-05-28 10:22:37.598219,0,Welder / Gas Cutter / Grinder,28/05/2025,afternoon,2025-05-28 10:22:37.598222,254,Cladding%20sheeting%20in%20progress%20
363,2025-05-28 10:22:37.662266,0,Fitter / Fabricator,28/05/2025,afternoon,2025-05-28 10:22:37.662268,254,Cladding%20sheeting%20in%20progress%20
364,2025-05-28 10:22:37.726734,0,Rigger / Helper,28/05/2025,afternoon,2025-05-28 10:22:37.726737,254,Cladding%20sheeting%20in%20progress%20
365,2025-05-28 10:22:37.790889,0,Signal Man / Fire Man,28/05/2025,afternoon,2025-05-28 10:22:37.790893,254,Cladding%20sheeting%20in%20progress%20
366,2025-05-28 10:22:37.854905,0,Daily Wage Labour,28/05/2025,afternoon,2025-05-28 10:22:37.854908,254,Cladding%20sheeting%20in%20progress%20
367,2025-05-29 04:02:08.597271,2,Fitter / Fabricator,29/05/2025,morning,2025-05-29 04:02:08.597274,250,
368,2025-05-29 04:02:08.658869,2,Rigger / Helper,29/05/2025,morning,2025-05-29 04:02:08.658872,250,
369,2025-05-29 04:02:08.720222,0,Welder / Gas Cutter / Grinder,29/05/2025,morning,2025-05-29 04:02:08.720225,250,
370,2025-05-29 04:02:08.781539,0,Signal Man / Fire Man,29/05/2025,morning,2025-05-29 04:02:08.781541,250,
371,2025-05-29 04:02:08.842891,0,Daily Wage Labour,29/05/2025,morning,2025-05-29 04:02:08.842893,250,
372,2025-05-29 04:02:08.904458,0,Others,29/05/2025,morning,2025-05-29 04:02:08.904462,250,
373,2025-05-29 04:02:45.608599,1,Welder / Gas Cutter / Grinder,29/05/2025,morning,2025-05-29 04:02:45.608601,252,
374,2025-05-29 04:02:45.669892,3,Fitter / Fabricator,29/05/2025,morning,2025-05-29 04:02:45.669895,252,
375,2025-05-29 04:02:45.731309,4,Rigger / Helper,29/05/2025,morning,2025-05-29 04:02:45.731312,252,
376,2025-05-29 04:02:45.792527,0,Signal Man / Fire Man,29/05/2025,morning,2025-05-29 04:02:45.792529,252,
377,2025-05-29 04:02:45.853806,0,Daily Wage Labour,29/05/2025,morning,2025-05-29 04:02:45.853808,252,
378,2025-05-29 04:02:45.915091,0,Others,29/05/2025,morning,2025-05-29 04:02:45.915094,252,
379,2025-05-29 08:47:29.157329,1,Welder / Gas Cutter / Grinder,29/05/2025,afternoon,2025-05-29 08:47:29.157331,252,
380,2025-05-29 08:47:29.222355,3,Fitter / Fabricator,29/05/2025,afternoon,2025-05-29 08:47:29.222358,252,
381,2025-05-29 08:47:29.286902,4,Rigger / Helper,29/05/2025,afternoon,2025-05-29 08:47:29.286904,252,
382,2025-05-29 08:47:29.351472,0,Signal Man / Fire Man,29/05/2025,afternoon,2025-05-29 08:47:29.351474,252,
383,2025-05-29 08:47:29.416017,0,Daily Wage Labour,29/05/2025,afternoon,2025-05-29 08:47:29.416019,252,
384,2025-05-29 08:47:29.480745,0,Others,29/05/2025,afternoon,2025-05-29 08:47:29.480748,252,
385,2025-05-29 08:49:12.628767,0,Welder / Gas Cutter / Grinder,29/05/2025,afternoon,2025-05-29 08:49:12.628769,250,Materials%20shifting%20and%20columns%20erection%20work%20in%20progress%20
386,2025-05-29 08:49:12.692663,2,Fitter / Fabricator,29/05/2025,afternoon,2025-05-29 08:49:12.692666,250,Materials%20shifting%20and%20columns%20erection%20work%20in%20progress%20
387,2025-05-29 08:49:12.756536,4,Rigger / Helper,29/05/2025,afternoon,2025-05-29 08:49:12.756539,250,Materials%20shifting%20and%20columns%20erection%20work%20in%20progress%20
388,2025-05-29 08:49:12.82044,0,Signal Man / Fire Man,29/05/2025,afternoon,2025-05-29 08:49:12.820444,250,Materials%20shifting%20and%20columns%20erection%20work%20in%20progress%20
389,2025-05-29 08:49:12.884258,0,Daily Wage Labour,29/05/2025,afternoon,2025-05-29 08:49:12.884261,250,Materials%20shifting%20and%20columns%20erection%20work%20in%20progress%20
390,2025-05-29 08:49:12.94811,0,Others,29/05/2025,afternoon,2025-05-29 08:49:12.948112,250,Materials%20shifting%20and%20columns%20erection%20work%20in%20progress%20
391,2025-05-29 12:35:20.689314,0,Welder / Gas Cutter / Grinder,29/05/2025,morning,2025-05-29 12:35:20.689317,253,
392,2025-05-29 12:35:20.753467,0,Fitter / Fabricator,29/05/2025,morning,2025-05-29 12:35:20.753471,253,
393,2025-05-29 12:35:20.817565,0,Rigger / Helper,29/05/2025,morning,2025-05-29 12:35:20.817568,253,
394,2025-05-29 12:35:20.881762,0,Signal Man / Fire Man,29/05/2025,morning,2025-05-29 12:35:20.881765,253,
395,2025-05-29 12:35:20.946066,0,Daily Wage Labour,29/05/2025,morning,2025-05-29 12:35:20.946068,253,
396,2025-05-29 12:35:21.010213,0,Others,29/05/2025,morning,2025-05-29 12:35:21.010216,253,
397,2025-05-29 12:35:50.040492,0,Welder / Gas Cutter / Grinder,29/05/2025,afternoon,2025-05-29 12:35:50.040495,253,
398,2025-05-29 12:35:50.103173,0,Fitter / Fabricator,29/05/2025,afternoon,2025-05-29 12:35:50.103176,253,
399,2025-05-29 12:35:50.165868,0,Rigger / Helper,29/05/2025,afternoon,2025-05-29 12:35:50.165893,253,
400,2025-05-29 12:35:50.228643,0,Signal Man / Fire Man,29/05/2025,afternoon,2025-05-29 12:35:50.228645,253,
401,2025-05-29 12:35:50.291417,0,Daily Wage Labour,29/05/2025,afternoon,2025-05-29 12:35:50.291419,253,
402,2025-05-29 12:35:50.354176,0,Others,29/05/2025,afternoon,2025-05-29 12:35:50.354179,253,
403,2025-05-29 16:09:10.208667,5,Others,29/05/2025,morning,2025-05-29 16:09:10.208669,254,
404,2025-05-29 16:09:10.274237,0,Welder / Gas Cutter / Grinder,29/05/2025,morning,2025-05-29 16:09:10.27424,254,
405,2025-05-29 16:09:10.33953,0,Fitter / Fabricator,29/05/2025,morning,2025-05-29 16:09:10.339533,254,
406,2025-05-29 16:09:10.405466,0,Rigger / Helper,29/05/2025,morning,2025-05-29 16:09:10.405468,254,
407,2025-05-29 16:09:10.470937,0,Signal Man / Fire Man,29/05/2025,morning,2025-05-29 16:09:10.47094,254,
408,2025-05-29 16:09:10.536307,0,Daily Wage Labour,29/05/2025,morning,2025-05-29 16:09:10.53631,254,
409,2025-05-29 16:11:10.414266,0,Welder / Gas Cutter / Grinder,29/05/2025,afternoon,2025-05-29 16:11:10.414269,254,Louvers%20sheeting%20completed%20along%20GL.B%20%26%20side%20Cladding%20higher%20portion%20sheeting%20started
410,2025-05-29 16:11:10.477722,0,Fitter / Fabricator,29/05/2025,afternoon,2025-05-29 16:11:10.477724,254,Louvers%20sheeting%20completed%20along%20GL.B%20%26%20side%20Cladding%20higher%20portion%20sheeting%20started
411,2025-05-29 16:11:10.541093,0,Rigger / Helper,29/05/2025,afternoon,2025-05-29 16:11:10.541095,254,Louvers%20sheeting%20completed%20along%20GL.B%20%26%20side%20Cladding%20higher%20portion%20sheeting%20started
412,2025-05-29 16:11:10.604486,0,Signal Man / Fire Man,29/05/2025,afternoon,2025-05-29 16:11:10.604489,254,Louvers%20sheeting%20completed%20along%20GL.B%20%26%20side%20Cladding%20higher%20portion%20sheeting%20started
413,2025-05-29 16:11:10.667756,0,Daily Wage Labour,29/05/2025,afternoon,2025-05-29 16:11:10.667758,254,Louvers%20sheeting%20completed%20along%20GL.B%20%26%20side%20Cladding%20higher%20portion%20sheeting%20started
414,2025-05-29 16:11:10.731111,5,Others,29/05/2025,afternoon,2025-05-29 16:11:10.731114,254,Louvers%20sheeting%20completed%20along%20GL.B%20%26%20side%20Cladding%20higher%20portion%20sheeting%20started
415,2025-05-30 03:53:31.747881,2,Welder / Gas Cutter / Grinder,30/05/2025,morning,2025-05-30 03:53:31.747883,252,
416,2025-05-30 03:53:31.810289,4,Fitter / Fabricator,30/05/2025,morning,2025-05-30 03:53:31.810292,252,
417,2025-05-30 03:53:31.872503,3,Rigger / Helper,30/05/2025,morning,2025-05-30 03:53:31.872506,252,
418,2025-05-30 03:53:31.934872,0,Signal Man / Fire Man,30/05/2025,morning,2025-05-30 03:53:31.934875,252,
